Date,Open,High,Low,Close,Adj Close,Volume,Ignore
6/28/2022,85.709999,86.730003,80.43,80.779999,80.779999,95618600,0
6/29/2022,79.550003,79.75,76.510002,77.989998,77.989998,104140900,0
6/30/2022,77.730003,78.910004,75.480003,76.470001,76.470001,105368600,0
7/1/2022,75.190002,75.449997,72.690002,73.669998,73.669998,87734200,0
7/5/2022,71.980003,75.209999,71.599998,75.199997,75.199997,95589000,0
7/6/2022,75.169998,76.279999,73.550003,75.349998,75.349998,85458900,0
7/7/2022,77.190002,79.989998,76.900002,79.300003,79.300003,83640900,0
7/8/2022,78.309998,80.470001,77.400002,79.349998,79.349998,83405900,0
7/11/2022,77.849998,78.290001,75.839996,76.949997,76.949997,76150300,0
7/12/2022,76.980003,77.440002,74.43,76.360001,76.360001,77873200,0
7/13/2022,74.940002,79.110001,74.480003,77.519997,77.519997,79355000,0
7/14/2022,78.230003,79.25,76,78.599998,78.599998,83493600,0
7/15/2022,79.360001,81.199997,77.900002,81.110001,81.110001,76050600,0
7/18/2022,82.209999,84.470001,80.940002,81.43,81.43,90464300,0
7/19/2022,82.760002,86.410004,82.190002,85.879997,85.879997,85047500,0
7/20/2022,85.389999,89.919998,85.080002,89.43,89.43,88348600,0
7/21/2022,89.599998,91.580002,88.220001,91.089996,91.089996,90449300,0
7/22/2022,90.199997,90.690002,87.040001,88.099998,88.099998,76989700,0
7/25/2022,86.57,87.599998,85.120003,87.540001,87.540001,70083000,0
7/26/2022,87,87.75,84.709999,85.25,85.25,69180400,0
7/27/2022,86.940002,90.620003,86.290001,89.82,89.82,78301600,0
7/28/2022,90.419998,92.220001,88.589996,91.669998,91.669998,79009200,0
7/29/2022,90.699997,94.809998,90.559998,94.470001,94.470001,76630700,0
8/1/2022,95.589996,98.389999,93.959999,96.779999,96.779999,96477500,0
8/2/2022,95.709999,100.919998,95.360001,99.290001,99.290001,116734100,0
8/3/2022,94.830002,98.769997,93.620003,98.089996,98.089996,131142000,0
8/4/2022,97.5,104.589996,97.260002,103.910004,103.910004,125855800,0
8/5/2022,101.050003,103.860001,100.980003,102.309998,102.309998,93859900,0
8/8/2022,100.059998,101.800003,97.989998,100.07,100.07,92606800,0
8/9/2022,97.949997,98.050003,93.669998,95.540001,95.540001,89473700,0
8/10/2022,98.449997,99.349998,95.610001,99.050003,99.050003,83416100,0
8/11/2022,99.93,102.370003,98,98.120003,98.120003,77516900,0
8/12/2022,99.199997,101.400002,98.480003,100.830002,100.830002,72316300,0
8/15/2022,100.510002,101.849998,99.800003,101.010002,101.010002,61327100,0
8/16/2022,100.839996,101.449997,98.32,100.199997,100.199997,60220700,0
8/17/2022,99.260002,99.639999,96.730003,98.269997,98.269997,63735600,0
8/18/2022,97.739998,101.07,96.730003,100.440002,100.440002,76059500,0
8/19/2022,98.669998,99.25,94.589996,95.949997,95.949997,67221700,0
8/22/2022,94.400002,95.019997,92.360001,92.839996,92.839996,61837300,0
8/23/2022,92.389999,94.440002,92.110001,92.489998,92.489998,52927000,0
8/24/2022,92.209999,93.379997,90.900002,92.730003,92.730003,56520400,0
8/25/2022,93.139999,97.57,93.139999,97.18,97.18,61016200,0
8/26/2022,96.290001,97.599998,91.120003,91.18,91.18,65552500,0
8/29/2022,90.050003,91.190002,88.260002,88.489998,88.489998,61142500,0
8/30/2022,90.059998,90.150002,85.339996,86.940002,86.940002,69087100,0
8/31/2022,86.279999,86.720001,83.720001,84.870003,84.870003,64991700,0
9/1/2022,82.349998,82.760002,78.519997,82.330002,82.330002,94854700,0
9/2/2022,83.32,83.650002,79.809998,80.239998,80.239998,84924400,0
9/6/2022,80.410004,80.889999,78.370003,78.720001,78.720001,68727300,0
9/7/2022,79.239998,80.25,77.739998,79.610001,79.610001,67891200,0
9/8/2022,80.029999,83.449997,79.239998,82.779999,82.779999,89089300,0
9/9/2022,84.029999,85.68,83.839996,85.449997,85.449997,68907700,0
9/12/2022,84.889999,85.349998,83.459999,84.639999,84.639999,71922500,0
9/13/2022,80.959999,81.470001,76.800003,77.029999,77.029999,80921200,0
9/14/2022,77.099998,78.080002,75.870003,77.449997,77.449997,71483000,0
9/15/2022,76.639999,77.970001,74.910004,76.660004,76.660004,81818000,0
9/16/2022,75.620003,76.82,74.68,76.510002,76.510002,75300200,0
9/19/2022,75.389999,77.339996,75.349998,76.769997,76.769997,64966900,0
9/20/2022,76.080002,76.580002,74.730003,75.25,75.25,51129100,0
9/21/2022,75.440002,78.410004,74.449997,74.480003,74.480003,82069700,0
9/22/2022,73.889999,74.290001,69.169998,69.5,69.5,101436900,0
9/23/2022,68,69.080002,66.82,67.959999,67.959999,87690000,0
9/26/2022,67.870003,68.739998,66.25,66.300003,66.300003,82898700,0
9/27/2022,67.900002,68.779999,66,67.169998,67.169998,94871800,0
9/28/2022,67.110001,68.800003,66.559998,68.360001,68.360001,72389500,0
9/29/2022,67.150002,67.199997,62.830002,64.139999,64.139999,102552400,0
9/30/2022,63.619999,65.910004,63.34,63.360001,63.360001,81664100,0
10/3/2022,64.459999,66.910004,63.389999,66.110001,66.110001,83841600,0
10/4/2022,68.269997,69.18,67.330002,67.900002,67.900002,77160500,0
10/5/2022,66.589996,68.690002,64.519997,67.940002,67.940002,87127400,0
10/6/2022,67.82,70.290001,67.660004,67.849998,67.849998,98325900,0
10/7/2022,64.010002,64.029999,58.220001,58.439999,58.439999,163786300,0
10/10/2022,57.310001,58.790001,56.299999,57.810001,57.810001,112241800,0
10/11/2022,57.209999,58.919998,56.049999,57.630001,57.630001,114054800,0
10/12/2022,57.450001,58.32,56.32,57.849998,57.849998,89264200,0
10/13/2022,55.52,60.139999,54.57,58.939999,58.939999,131159800,0
10/14/2022,59.599998,59.939999,55.84,55.939999,55.939999,96959300,0
10/17/2022,57.349998,58.509998,57.099998,57.959999,57.959999,76977600,0
10/18/2022,59.91,60.490002,56.400002,57.919998,57.919998,103064500,0
10/19/2022,57.330002,59.040001,56.57,57.23,57.23,75704800,0
10/20/2022,57.470001,60.200001,57.400002,57.77,57.77,79552600,0
10/21/2022,57.220001,58.91,55.709999,58.82,58.82,95366400,0
10/24/2022,58.57,59,56.66,58.700001,58.700001,76305400,0
10/25/2022,58.77,61.98,58.689999,61.470001,61.470001,85501900,0
10/26/2022,59.689999,61.77,59.150002,59.73,59.73,79761600,0
10/27/2022,61.599998,62.720001,58.509998,58.599998,58.599998,83871400,0
10/28/2022,59.099998,62.349998,58.919998,62.009998,62.009998,78198600,0
10/31/2022,60.75,61.860001,59.529999,60.060001,60.060001,73274100,0
11/1/2022,61.490002,61.990002,59.43,59.66,59.66,83806700,0
11/2/2022,63,63.93,58.57,58.630001,58.630001,142669400,0
11/3/2022,58.110001,62.279999,58.029999,60.110001,60.110001,95279900,0
11/4/2022,62.5,63,60.529999,62.189999,62.189999,84791300,0
11/7/2022,62.93,63.529999,61.400002,63.080002,63.080002,62722500,0
11/8/2022,64.089996,64.959999,62.369999,63.849998,63.849998,75938000,0
11/9/2022,62.279999,63.049999,59.799999,59.919998,59.919998,62940300,0
11/10/2022,64.300003,68.800003,63.619999,68.470001,68.470001,107996300,0
11/11/2022,69.580002,73.32,68.290001,72.370003,72.370003,111709500,0
11/14/2022,75.220001,75.25,72.669998,73.529999,73.529999,108892800,0
11/15/2022,77.260002,79.160004,75.389999,76.370003,76.370003,108946300,0
11/16/2022,73.660004,74.830002,71.93,72.699997,72.699997,79968000,0
11/17/2022,70.559998,74.379997,70.160004,73.900002,73.900002,82320800,0
11/18/2022,75.07,75.349998,72.18,73.57,73.57,73223200,0
11/21/2022,72.209999,72.980003,71.57,72.459999,72.459999,51536300,0
11/22/2022,72.720001,75.330002,72.110001,75.25,75.25,55450200,0
11/23/2022,75.489998,78.220001,75.300003,76.400002,76.400002,81623600,0
11/25/2022,75.669998,76.040001,74.75,75.139999,75.139999,26018900,0
11/28/2022,73.809998,75.470001,72.57,73.190002,73.190002,45383800,0
11/29/2022,73.620003,74.489998,72.779999,73.389999,73.389999,51846400,0
11/30/2022,73.379997,77.699997,72.809998,77.629997,77.629997,88468400,0
12/1/2022,78.309998,79.230003,76.440002,77.480003,77.480003,59833400,0
12/2/2022,75.050003,76.279999,73.650002,74.980003,74.980003,64377200,0
12/5/2022,74.540001,75.169998,72.82,73.620003,73.620003,47022200,0
12/6/2022,73.080002,73.389999,69.400002,70.269997,70.269997,64965200,0
12/7/2022,69.529999,71.370003,69.279999,70.139999,70.139999,59180100,0
12/8/2022,70.139999,71.220001,69,70.470001,70.470001,56734100,0
12/9/2022,69.489998,70.669998,68.519997,68.589996,68.589996,59058300,0
12/12/2022,68.540001,70.669998,67.529999,70.669998,70.669998,60968300,0
12/13/2022,74.870003,75.209999,70.660004,71.650002,71.650002,72458000,0
12/14/2022,70.93,72,68.32,68.93,68.93,67278000,0
12/15/2022,67.599998,68.209999,66.120003,66.529999,66.529999,58557000,0
12/16/2022,66.25,67.190002,64.800003,65.410004,65.410004,62438600,0
12/19/2022,65.120003,65.589996,63.709999,64.589996,64.589996,46246900,0
12/20/2022,63.759998,66.059998,63.52,65.050003,65.050003,52431300,0
12/21/2022,65.43,67.849998,65.209999,67.68,67.68,44167600,0
12/22/2022,66.080002,66.309998,62.259998,63.860001,63.860001,73917700,0
12/23/2022,63.110001,64.660004,62.720001,64.519997,64.519997,45923000,0
12/27/2022,63.869999,64.279999,62.970001,63.27,63.27,36086000,0
12/28/2022,62.540001,63.540001,61.959999,62.57,62.57,39526500,0
12/29/2022,63.639999,65.18,63.060001,64.82,64.82,41428500,0
12/30/2022,63.77,64.82,63.139999,64.769997,64.769997,37127000,0
